Vendor,Country,Shipment Mode,Product Group,Freight Cost (USD),cost_per_kg,Line Item Value,is_delayed,delay_risk_prob,predicted_delay,risk_category
Aurobindo Pharma Limited,Guyana,Air,ARV,0.0,0.0,154.56,False,0.010770195057846849,0,Low
Aurobindo Pharma Limited,South Africa,Ocean,ARV,160.52,13.376666666666667,1791.6,False,0.02113768983987072,0,Low
"Orgenics, Ltd",South Sudan,Air,HRDT,0.0,0.0,800.0,False,0.00797703939541636,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Guyana,Air,HRDT,130.0,18.571428571428573,725.0,False,0.005316312077111954,0,Low
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Haiti,Air,ARV,290.0,41.42857142857143,1400.0,False,0.004945366836171343,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Uganda,Air,HRDT,5718.39,7.727554054054054,74028.0,False,0.0076408377451901615,0,Low
HETERO LABS LIMITED,Haiti,Ocean,ARV,2549.52,0.42591379886401604,415800.0,False,0.023096455977473576,0,Low
EMCURE PHARMACEUTICALS LTD,Nigeria,Air,ARV,11732.9,8.380642857142856,192906.0,False,0.0025470636438518217,0,Low
"Orgenics, Ltd","Congo, DRC",Air,HRDT,0.0,0.0,17190.0,False,0.08823419813644948,1,Moderate
STRIDES ARCOLAB LIMITED,South Africa,Air,ARV,9205.05,1.6930384403163508,246821.9,False,0.2557376802024576,1,High
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Ethiopia,Air,HRDT,1414.69,12.631160714285715,11700.0,False,0.005644487385633585,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,1611.22,False,0.001323714732018727,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,24927.19,21.017866779089374,244216.0,False,0.5242701480284092,1,High
"Trinity Biotech, Plc","Congo, DRC",Air,HRDT,0.0,0.0,1024.0,False,0.01028400684906275,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,3315.82,4.014309927360775,208855.88,False,0.009070021063027381,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ghana,Air,ARV,4659.75,10.66304347826087,35838.35,False,0.031644153407581005,0,Low
"Trinity Biotech, Plc",South Sudan,Air,HRDT,1412.9,35.322500000000005,4000.0,False,0.0018174735278625172,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,61637.1,16.27597042513863,830370.0,False,0.04411018213737574,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Air,ARV,0.0,0.0,78100.0,False,0.00403825008029246,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Rwanda,Air,ARV,2682.48,17.8832,10061.55,False,0.008228793439177895,0,Low
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,6480.0,False,0.0030630246117351653,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,544.11,False,0.004798836514499968,0,Low
Aurobindo Pharma Limited,Haiti,Air,ARV,2418.62,13.216502732240437,27750.0,False,0.07173265743237274,1,Moderate
"Orgenics, Ltd",Nigeria,Air,HRDT,20705.23,16.577445956765413,273764.0,True,0.5619452849508637,1,High
HETERO LABS LIMITED,Vietnam,Air,ARV,6194.69,3.168639386189258,147168.0,True,0.05741004112127193,0,Moderate
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Zimbabwe,Air,ARV,0.0,0.0,85072.68,False,0.00657137525284044,0,Low
"Trinity Biotech, Plc",Kenya,Air,HRDT,2039.73,15.811860465116279,12320.0,False,0.008760188532767905,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Guyana,Air,ARV,926.13,17.474150943396225,1398.86,False,0.00957806292217909,0,Low
"Orgenics, Ltd",Guyana,Air,HRDT,5110.28,2555.14,65500.0,False,0.009365964405880146,0,Low
Orasure Technologies Inc.,Botswana,Air,HRDT,1681.44,35.03,7000.0,False,0.014725347318253791,0,Low
"Trinity Biotech, Plc","Congo, DRC",Air,HRDT,0.0,0.0,2336.0,False,0.009466190513111707,0,Low
CIPLA LIMITED,South Africa,Ocean,ARV,0.0,0.0,82482.4,False,0.18910646738591289,1,Elevated
"Standard Diagnostics, Inc.",Dominican Republic,Air,HRDT,0.0,0.0,147.6,False,0.0016842336021921478,0,Low
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,81361.0,False,0.00335692935420881,0,Low
"Trinity Biotech, Plc",Tanzania,Air,HRDT,3163.87,13.520811965811966,21440.0,False,0.004433084911286691,0,Low
"Orgenics, Ltd",Zimbabwe,Air,HRDT,17806.34,20.120158192090397,144000.0,False,0.03594886909687453,0,Low
"Orgenics, Ltd",Rwanda,Air,HRDT,25501.1,14.974221961244861,582750.0,False,0.03947763948948418,0,Low
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Ethiopia,Air,HRDT,78813.53,15.699906374501992,184411.5,False,0.059549910972228226,0,Moderate
"Trinity Biotech, Plc",Malawi,Air,HRDT,572.55,114.50999999999999,480.0,False,0.0014577027259786816,0,Low
BRISTOL-MYERS SQUIBB,Haiti,Air,ARV,450.0,37.5,4401.6,False,0.005126748137125907,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,28669.23,23.87113238967527,224280.0,False,0.37073593447019526,1,High
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,28400.0,False,0.0031588079051750122,0,Low
Aurobindo Pharma Limited,Cameroon,Air,ARV,34441.93,8.414837527485952,261704.7,False,0.12426642250947145,1,Elevated
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,7639.77,False,0.002146049735238805,0,Low
"Trinity Biotech, Plc",Ethiopia,Air,HRDT,911.32,15.188666666666668,5344.0,False,0.00338902087390077,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,14829.77,17.612553444180524,140000.0,True,0.6187749802311774,1,High
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,46.9,False,0.005009789073395203,0,Low
CIPLA LIMITED,Tanzania,Air,ARV,33442.63,4.345456081081081,431235.9,False,0.03487417630969425,0,Low
Aurobindo Pharma Limited,Haiti,Air,ARV,971.7,51.142105263157895,4800.0,False,0.012600735452273365,0,Low
EMCURE PHARMACEUTICALS LTD,South Africa,Ocean,ARV,9582.53,1.2682014293276866,413763.2,False,0.18557499334657143,1,Elevated
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,2301.31,False,0.0017257252159560736,0,Low
Aurobindo Pharma Limited,Ethiopia,Air,ARV,0.0,0.0,15000.0,False,0.004461249439812354,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,6676.17,False,0.0044476614421396846,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Zimbabwe,Air,ARV,9299.26,6.76802037845706,46230.0,False,0.09636431495626906,1,Moderate
"Trinity Biotech, Plc",Zambia,Air,HRDT,27038.58,11.953395225464192,220800.0,False,0.007991226632252919,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,281.2,False,0.021149390535273534,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,13325.65,10.85150651465798,272963.0,False,0.5063143481362393,1,High
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Burundi,Air,HRDT,946.77,25.588378378378376,9522.0,False,0.013869947840127638,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,4623.54,False,0.001635934764823918,0,Low
"Standard Diagnostics, Inc.",C̫te d'Ivoire,Air,HRDT,13222.33,10.321881342701015,75850.0,False,0.006868405204321027,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,404.78,11.905294117647058,7582.76,False,0.0017141768988943801,0,Low
GLAXOSMITHKLINE EXPORT LIMITED,South Africa,Ocean,ARV,4228.61,1.0974850765637165,92800.0,False,0.027230523934141923,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,822.19,False,0.003551844788785247,0,Low
Aurobindo Pharma Limited,South Africa,Ocean,ARV,9951.38,1658.5633333333333,315.7,True,0.24868311315937924,1,High
"Standard Diagnostics, Inc.",Tanzania,Air,HRDT,20906.77,16.73880704563651,0.0,False,0.015588030478757507,0,Low
BRISTOL-MYERS SQUIBB,Haiti,Air,ARV,0.0,0.0,2417.28,False,0.0026162234644452357,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Air,ARV,9169.63,4.539420792079207,325693.12,False,0.030988718522378483,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,0.0,0.0,21420.0,False,0.0043222730749587586,0,Low
Orasure Technologies Inc.,Botswana,Air,HRDT,402.42,67.07000000000001,250.0,False,0.011184669039825698,0,Low
"Orgenics, Ltd",Mozambique,Air,HRDT,0.0,0.0,405.0,False,0.055782958835583055,0,Moderate
Aurobindo Pharma Limited,Tanzania,Air,ARV,16416.58,4.834093050647821,74880.0,False,0.05188364179260894,0,Moderate
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2433.47,False,0.002962603382109196,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Ethiopia,Air,HRDT,529.4,35.29333333333333,1276.0,False,0.005923836480616232,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,88.27,False,0.005029157590337348,0,Low
"Trinity Biotech, Plc",Namibia,Air,HRDT,2906.31,10.967207547169812,24000.0,False,0.0015118033438352,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tanzania,Air,ARV,9716.76,4.696355727404543,221800.0,False,0.01952456479413508,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Guyana,Air,HRDT,296.52,59.303999999999995,551.0,False,0.00525111435356625,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,54302.12,False,0.004415515656816155,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),C̫te d'Ivoire,Air,ARV,46002.44,6.548390035587189,862960.0,False,0.015665346893853845,0,Low
HETERO LABS LIMITED,Uganda,Air,ARV,0.0,0.0,481107.6,False,0.004075077214119826,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Air,ARV,4877.34,7.53839258114374,77550.0,False,0.03111831932670315,0,Low
CIPLA LIMITED,South Africa,Ocean,ARV,11534.48,0.626295270673834,103000.0,False,0.2936883552274834,1,High
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Air,ARV,2278.11,7.009569230769231,6137.6,False,0.0017783652994383847,0,Low
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,42068.16,False,0.0024453693178330084,0,Low
HETERO LABS LIMITED,Rwanda,Air,ARV,19625.64,6.125355805243445,130361.4,False,0.007335026969235369,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,6746.05,False,0.00382375867485947,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,515.11,False,0.002677512226939408,0,Low
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,HRDT,3060.82,6.350248962655602,41992.0,False,0.06341013128485941,0,Moderate
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2983.26,False,0.005024236099848442,0,Low
REINBOLD EXPORT IMPORT,Haiti,Air,HRDT,0.0,0.0,164680.0,False,0.02083905382650043,0,Low
STRIDES ARCOLAB LIMITED,Vietnam,Air,ARV,8494.45,12.275216763005782,50542.03,False,0.005120794619080512,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,742.1,4.525,6082.0,False,0.006742472509758162,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Rwanda,Air,ARV,4399.65,10.60156626506024,9739.12,False,0.009478481617759665,0,Low
Aurobindo Pharma Limited,South Africa,Air,ARV,4876.34,0.6631769345845233,60039.0,False,0.06235950293223255,0,Moderate
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,0.0,0.0,304000.0,False,0.011545152561805785,0,Low
GLAXOSMITHKLINE EXPORT LIMITED,South Africa,Ocean,ARV,3755.91,4.317137931034482,20824.32,False,0.029034300750025947,0,Low
Aurobindo Pharma Limited,Nigeria,Air,ARV,11663.16,7.5343410852713175,140810.76,False,0.007541385702282397,0,Low
HETERO LABS LIMITED,Ghana,Air,ARV,20394.49,4.546252786446724,210819.84,False,0.021690458778110447,0,Low
CIPLA LIMITED,South Africa,Ocean,ARV,0.0,0.0,135164.34,True,0.4820279230722445,1,High
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,197.26,False,0.0018603877108306517,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,0.0,0.0,84588.0,False,0.004342519686931174,0,Low
EMCURE PHARMACEUTICALS LTD,Haiti,Air,ARV,1604.56,12.064360902255638,18000.0,False,0.05845329863866541,0,Moderate
ASPEN PHARMACARE,Uganda,Air,ARV,845.1,56.34,9180.0,False,0.0062243279995404304,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,46.16,False,0.0014931054837643669,0,Low
"Orgenics, Ltd",C̫te d'Ivoire,Air,HRDT,37173.01,24.091386908619572,258880.0,False,0.05398183855046352,0,Moderate
"Trinity Biotech, Plc",Uganda,Air,HRDT,1899.22,7.84801652892562,24000.0,False,0.0024948276720655185,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,192.37,False,0.0012353548763601888,0,Low
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,168720.0,False,0.00756872941649515,0,Low
ASPEN PHARMACARE,Uganda,Air,ARV,527.0,37.642857142857146,6660.0,False,0.02284060292216287,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,4625.6,False,0.008841687506848144,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,11077.85,3.2344087591240878,375412.77,False,0.012202785339325352,0,Low
"Trinity Biotech, Plc",Mozambique,Air,HRDT,2572.68,17.742620689655173,13568.0,False,0.009655297888812355,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2864.03,False,0.008270725197573452,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,1173.68,False,0.01485739947912971,0,Low
"Trinity Biotech, Plc",South Sudan,Air,HRDT,1504.59,18.348658536585365,7680.0,False,0.0012822576584195443,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,428.71,False,0.005059807192493298,0,Low
"Orgenics, Ltd",Tanzania,Air,HRDT,7765.61,19.174345679012344,67200.0,False,0.020681321172625586,0,Low
Aurobindo Pharma Limited,Tanzania,Air,ARV,17907.7,3.810959778676314,300907.56,False,0.10263677670173256,1,Elevated
"Trinity Biotech, Plc",Guyana,Air,HRDT,6558.08,8.126493184634448,74688.0,False,0.002058385788494104,0,Low
STRIDES ARCOLAB LIMITED,South Africa,Ocean,ARV,8559.24,1.189940219658001,327120.0,False,0.030830361230510465,0,Low
Aurobindo Pharma Limited,Uganda,Air,ARV,1203.4,22.70566037735849,1201.25,False,0.02280708047729133,0,Low
"Orgenics, Ltd",Zambia,Air,HRDT,14582.14,15.079772492244054,143496.0,False,0.14395521703298209,1,Elevated
Hoffmann-La Roche ltd Basel,Uganda,Air,ARV,1072.35,35.745,16125.1,False,0.0026632737056476582,0,Low
Aurobindo Pharma Limited,Haiti,Air,ARV,1119.09,37.303,7680.0,False,0.01279313158736458,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),C̫te d'Ivoire,Air,ARV,3587.34,8.342651162790698,64000.0,False,0.005580488536049975,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,10263.55,5.086000991080277,676095.0,False,0.008223889913540864,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,1159.91,False,0.0024324585389390373,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,3128.0,False,0.011668676405649685,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,2156.36,False,0.0032375937027245625,0,Low
"Orgenics, Ltd",South Sudan,Air,HRDT,0.0,0.0,1190.0,False,0.007845793189482832,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,13325.5,10.677483974358974,271984.0,True,0.9098191394114431,1,High
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,20920.6,False,0.0014968060412266016,0,Low
BIO-RAD LABORATORIES (FRANCE),Uganda,Air,HRDT,660.77,38.86882352941176,2982.0,False,0.13653095932750112,1,Elevated
Aurobindo Pharma Limited,South Africa,Air,ARV,4876.34,0.6635378963124234,60007.5,False,0.1391236082777762,1,Elevated
"Orgenics, Ltd",Nigeria,Air,HRDT,21084.84,17.10043795620438,270115.0,False,0.5639184080612402,1,High
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,17031.91,3.400261529247355,268186.7,False,0.004765302710991508,0,Low
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,24960.0,False,0.0021016879013557167,0,Low
Aurobindo Pharma Limited,South Africa,Air,ARV,1697.9,0.7155077960387696,328168.24,False,0.3744620785585616,1,High
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,ARV,520.19,9.289107142857144,10467.0,False,0.0016614756183255274,0,Low
"Orgenics, Ltd",C̫te d'Ivoire,Air,HRDT,28142.92,19.707927170868345,240000.0,False,0.032529630141904055,0,Low
ASPEN PHARMACARE,Uganda,Air,ARV,989.0,10.988888888888889,6408.0,False,0.0026040235369942464,0,Low
"Orgenics, Ltd",Guinea,Air,HRDT,1804.2,56.38125,3600.0,False,0.02980793269826042,0,Low
STRIDES ARCOLAB LIMITED,Vietnam,Air,ARV,8711.4,4.280786240786241,101665.7,False,0.004697608996004849,0,Low
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,7933.5,False,0.002697000692113804,0,Low
"Orgenics, Ltd",Guyana,Air,HRDT,2058.84,19.063333333333336,21330.0,False,0.04072519748267654,0,Low
"Trinity Biotech, Plc",Tanzania,Air,HRDT,3174.13,11.458953068592058,25408.0,False,0.00677846869903306,0,Low
Aurobindo Pharma Limited,Cameroon,Air,ARV,11067.86,10.990923535253229,98717.4,False,0.05849688998206801,0,Moderate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,0.0,0.0,960.0,False,0.0041001889664771494,0,Low
Aurobindo Pharma Limited,"Congo, DRC",Air,ARV,734.66,81.62888888888888,758.0,False,0.05174746705360422,0,Moderate
Aurobindo Pharma Limited,South Africa,Ocean,ARV,7905.94,0.7248500962684514,777099.05,False,0.2842488786591571,1,High
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Guyana,Air,HRDT,386.16,35.10545454545455,540.0,False,0.00507366904835791,0,Low
HETERO LABS LIMITED,Zimbabwe,Air Charter,ARV,29257.65,5.679994175888178,217768.32,False,0.01638981741189672,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,0.0,0.0,2520.0,False,0.0023500757374433742,0,Low
HETERO LABS LIMITED,Guyana,Air,ARV,2531.62,10.046111111111111,12158.25,False,0.005337881441600729,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,57017.68,15.056160549247425,828768.0,False,0.2293490420174508,1,High
"Orgenics, Ltd",Rwanda,Air,HRDT,14125.63,18.440770234986942,151280.0,False,0.03449584147723945,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,3345.72,False,0.055169527224773224,0,Moderate
BRISTOL-MYERS SQUIBB,Vietnam,Air,ARV,2658.09,25.558557692307694,3640.0,False,0.0018273468252398275,0,Low
STRIDES ARCOLAB LIMITED,Haiti,Air,ARV,11656.59,6.578211060948082,89575.2,False,0.017840139683931076,0,Low
"Orgenics, Ltd","Congo, DRC",Air,HRDT,0.0,0.0,6480.0,False,0.07892822553234344,1,Moderate
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,1457.49,False,0.0021851186876018784,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),C̫te d'Ivoire,Air,ARV,13562.35,5.27102603964244,371724.8,False,0.01690050997641511,0,Low
"Trinity Biotech, Plc",Namibia,Air,HRDT,1691.15,9.94794117647059,16000.0,False,0.0020583398223171217,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Ocean,ARV,0.0,0.0,1339529.4,False,0.006063137184310536,0,Low
"Orgenics, Ltd",Malawi,Air,HRDT,1470.09,49.003,5280.0,False,0.0179270570527548,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Uganda,Air,ARV,985.78,8.498103448275861,1687.84,False,0.01090780865583646,0,Low
HETERO LABS LIMITED,Zimbabwe,Air Charter,ARV,27376.22,5.965617781651776,195148.8,False,0.016514616557471856,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Guyana,Air,ARV,828.23,16.5646,1033.94,False,0.009359155765929524,0,Low
Aurobindo Pharma Limited,South Africa,Ocean,ARV,11138.89,0.8585548019115153,74200.0,False,0.2867432926382963,1,High
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,407.34,False,0.0016746520862478476,0,Low
"Trinity Biotech, Plc",South Sudan,Air,HRDT,0.0,0.0,576.0,False,0.0011551365842100013,0,Low
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Rwanda,Air,HRDT,26266.34,13.185913654618474,73206.0,False,0.010782167802972524,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,68.56,False,0.0051213544584823275,0,Low
"Standard Diagnostics, Inc.",Tanzania,Air,HRDT,22523.12,6.755584883023395,200000.0,True,0.6212981092310175,1,High
"Orgenics, Ltd",Mozambique,Air,HRDT,0.0,0.0,15512.25,False,0.05691522165656193,0,Moderate
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Rwanda,Air,ARV,929.85,11.203012048192772,3813.48,False,0.008271935004485918,0,Low
Aurobindo Pharma Limited,C̫te d'Ivoire,Air,ARV,1836.81,12.49530612244898,10680.0,False,0.01650793677544019,0,Low
"Trinity Biotech, Plc",Botswana,Air,HRDT,634.36,317.18,160.0,False,0.009782763557715344,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,39894.4,False,0.006370337471276049,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,1644.26,False,0.0036145897547551495,0,Low
"Trinity Biotech, Plc","Congo, DRC",Air,HRDT,0.0,0.0,192.0,False,0.009598408510191383,0,Low
Aurobindo Pharma Limited,South Africa,Air,ARV,3296.58,2.589615082482325,176834.0,False,0.3556090359496586,1,High
Aurobindo Pharma Limited,Ethiopia,Air,ARV,16359.2,4.4394029850746275,487132.8,False,0.03712367651501441,0,Low
Aurobindo Pharma Limited,Tanzania,Air,ARV,17997.84,4.434057649667406,260816.3,False,0.06727750235367813,0,Moderate
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,270.58,False,0.002734830553175114,0,Low
Hoffmann-La Roche ltd Basel,Nigeria,Air,ARV,0.0,0.0,207249.44,False,0.0009111891211238531,0,Low
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Mozambique,Air,ARV,0.0,0.0,2886.0,False,0.01561391410671103,0,Low
Aurobindo Pharma Limited,Tanzania,Air,ARV,13180.76,4.034514845423937,268761.35,False,0.5349069203800122,1,High
"Orgenics, Ltd","Congo, DRC",Air,HRDT,0.0,0.0,21040.0,False,0.07915864807586596,1,Moderate
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Zambia,Air,ARV,2173.4,0.4382738455333737,816200.0,False,0.059326552079617186,0,Moderate
"Orgenics, Ltd",South Sudan,Air,HRDT,0.0,0.0,8010.0,False,0.011729738666257426,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,1168.83,False,0.0010914642258137888,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,332.32,False,0.0033306561078213478,0,Low
Aurobindo Pharma Limited,Guyana,Air,ARV,672.49,134.498,513.0,False,0.028740267418576437,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,204.53,False,0.004288090916110608,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),C̫te d'Ivoire,Air,ARV,3765.28,9.779948051948052,20550.0,False,0.003049623379122534,0,Low
Aurobindo Pharma Limited,Vietnam,Air,ARV,0.0,0.0,30105.6,False,0.006487552736820338,0,Low
"Orgenics, Ltd",South Sudan,Air,HRDT,0.0,0.0,250.0,False,0.010164487635769636,0,Low
Aurobindo Pharma Limited,C̫te d'Ivoire,Air,ARV,1899.89,41.301956521739136,15038.72,False,0.018173750735946265,0,Low
EMCURE PHARMACEUTICALS LTD,Tanzania,Air,ARV,1794.89,16.77467289719626,22616.0,False,0.010366838509241427,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,4059.7,False,0.041157996839827966,0,Low
"Standard Diagnostics, Inc.",Dominican Republic,Air,HRDT,0.0,0.0,0.0,False,0.0029829854837251923,0,Low
STRIDES ARCOLAB LIMITED,Vietnam,Air,ARV,1701.1,53.159375,940.8,False,0.0036306863300672064,0,Low
HETERO LABS LIMITED,Rwanda,Air,ARV,3840.85,14.659732824427481,10734.99,False,0.005697841566972496,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,3868.49,2.213094965675057,129800.0,False,0.008797826731218292,0,Low
"Orgenics, Ltd",Tanzania,Air,HRDT,22617.38,17.357927858787413,219520.0,False,0.022295897652292607,0,Low
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),C̫te d'Ivoire,Air,ARV,4588.02,10.427318181818183,23632.5,False,0.0069943550409118935,0,Low
Aurobindo Pharma Limited,South Africa,Ocean,ARV,0.0,0.0,46396.24,False,0.052883722947048864,0,Moderate
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,247.28,False,0.004910247900219579,0,Low
"Orgenics, Ltd",Nigeria,Air,HRDT,24927.19,21.017866779089374,244216.0,False,0.8765887981482187,1,High
"Orgenics, Ltd",Zimbabwe,Air,HRDT,18862.39,18.565344488188977,151200.0,False,0.059320212818117356,0,Moderate
HETERO LABS LIMITED,Vietnam,Air,ARV,0.0,0.0,37396.55,False,0.0040838876479386095,0,Low
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,ARV,8747.56,153.4659649122807,6300.0,False,0.004622098187666652,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,2509.54,False,0.0015108624688002438,0,Low
PHARMACY DIRECT,South Africa,Truck,ARV,0.0,0.0,1653.18,False,0.00335797913110914,0,Low
S. BUYS WHOLESALER,South Africa,Truck,ARV,0.0,0.0,4049.18,False,0.0032544865724091388,0,Low
